workload,policy,prompt_idx,ttft_ms
templated_chat,apc_only,133,11.893
templated_chat,apc_only,134,14.061
templated_chat,apc_only,135,19.328
templated_chat,apc_only,136,15.772
templated_chat,apc_only,137,10.702
templated_chat,apc_only,138,13.875
templated_chat,apc_only,139,17.696
templated_chat,apc_only,140,18.602
templated_chat,apc_only,141,11.14
templated_chat,apc_only,142,10.911
templated_chat,apc_only,143,11.164
templated_chat,apc_only,144,11.521
templated_chat,apc_only,145,18.178
templated_chat,apc_only,146,19.086
templated_chat,apc_only,147,18.428
templated_chat,apc_only,148,18.611
templated_chat,apc_only,149,11.732
templated_chat,apc_only,150,17.616
templated_chat,apc_only,151,20.052
templated_chat,apc_only,152,13.183
templated_chat,apc_only,153,20.157
templated_chat,apc_only,154,20.263
templated_chat,apc_only,155,11.896
templated_chat,apc_only,156,11.864
templated_chat,apc_only,157,12.54
templated_chat,apc_only,158,12.089
templated_chat,apc_only,159,13.077
templated_chat,apc_only,160,17.759
templated_chat,apc_only,161,14.609
templated_chat,apc_only,162,12.237
templated_chat,apc_only,163,11.604
templated_chat,apc_only,164,20.465
templated_chat,apc_only,165,11.796
templated_chat,apc_only,166,11.542
templated_chat,apc_only,167,11.409
templated_chat,apc_only,168,20.815
templated_chat,apc_only,169,11.862
templated_chat,apc_only,170,18.225
templated_chat,apc_only,171,19.312
templated_chat,apc_only,172,13.232
templated_chat,apc_only,173,11.369
templated_chat,apc_only,174,11.301
templated_chat,apc_only,175,18.345
templated_chat,apc_only,176,16.424
templated_chat,apc_only,177,19.324
templated_chat,apc_only,178,11.36
templated_chat,apc_only,179,11.494
templated_chat,apc_only,180,20.04
templated_chat,apc_only,181,12.218
templated_chat,apc_only,182,12.643
templated_chat,apc_only,183,16.377
templated_chat,apc_only,184,12.024
templated_chat,apc_only,185,21.211
templated_chat,apc_only,186,12.018
templated_chat,apc_only,187,11.322
templated_chat,apc_only,188,12.321
templated_chat,apc_only,189,11.693
templated_chat,apc_only,190,12.235
templated_chat,apc_only,191,12.1
templated_chat,apc_only,192,11.795
templated_chat,apc_only,193,12.803
templated_chat,apc_only,194,12.509
templated_chat,apc_only,195,21.155
templated_chat,apc_only,196,21.407
templated_chat,apc_only,197,20.417
templated_chat,apc_only,198,12.206
templated_chat,apc_only,199,12.054
templated_chat,js_apc,0,165.556
templated_chat,js_apc,1,18.26
templated_chat,js_apc,2,21.814
templated_chat,js_apc,3,17.894
templated_chat,js_apc,4,17.321
templated_chat,js_apc,5,17.348
templated_chat,js_apc,6,17.041
templated_chat,js_apc,7,17.65
templated_chat,js_apc,8,17.405
templated_chat,js_apc,9,17.344
templated_chat,js_apc,10,17.234
templated_chat,js_apc,11,16.995
templated_chat,js_apc,12,10.348
templated_chat,js_apc,13,128.721
templated_chat,js_apc,14,16.565
templated_chat,js_apc,15,11.228
templated_chat,js_apc,16,10.857
templated_chat,js_apc,17,10.548
templated_chat,js_apc,18,10.417
templated_chat,js_apc,19,10.919
templated_chat,js_apc,20,10.524
templated_chat,js_apc,21,13.238
templated_chat,js_apc,22,17.316
templated_chat,js_apc,23,10.776
templated_chat,js_apc,24,10.324
templated_chat,js_apc,25,10.231
templated_chat,js_apc,26,15.452
templated_chat,js_apc,27,9.77
templated_chat,js_apc,28,9.952
templated_chat,js_apc,29,10.496
templated_chat,js_apc,30,10.44
templated_chat,js_apc,31,10.388
templated_chat,js_apc,32,10.335
templated_chat,js_apc,33,10.402
templated_chat,js_apc,34,9.868
templated_chat,js_apc,35,10.24
templated_chat,js_apc,36,10.651
templated_chat,js_apc,37,15.966
templated_chat,js_apc,38,10.919
templated_chat,js_apc,39,10.922
templated_chat,js_apc,40,10.582
templated_chat,js_apc,41,14.721
templated_chat,js_apc,42,18.088
templated_chat,js_apc,43,15.975
templated_chat,js_apc,44,10.109
templated_chat,js_apc,45,10.678
templated_chat,js_apc,46,11.39
templated_chat,js_apc,47,9.944
templated_chat,js_apc,48,10.997
templated_chat,js_apc,49,10.382
templated_chat,js_apc,50,10.18
templated_chat,js_apc,51,10.296
templated_chat,js_apc,52,10.214
templated_chat,js_apc,53,9.709
templated_chat,js_apc,54,9.829
templated_chat,js_apc,55,10.462
templated_chat,js_apc,56,10.287
templated_chat,js_apc,57,15.919
templated_chat,js_apc,58,10.325
templated_chat,js_apc,59,10.64
templated_chat,js_apc,60,13.698
templated_chat,js_apc,61,11.786
templated_chat,js_apc,62,11.188
templated_chat,js_apc,63,10.158
